Game,Month,Year,Avg,Peak
The Darkness II,November ,2019,36.77,81
The Darkness II,October ,2019,31.82,69
The Darkness II,September ,2019,34.02,77
The Darkness II,August ,2019,47.28,113
The Darkness II,July ,2019,43.24,85
The Darkness II,June ,2019,48.28,96
The Darkness II,May ,2019,52.6,144
The Darkness II,April ,2019,50.99,141
The Darkness II,March ,2019,48.45,115
The Darkness II,February ,2019,61.65,167
The Darkness II,January ,2019,56.59,112
The Darkness II,December ,2018,57.83,120
The Darkness II,November ,2018,56.45,129
The Darkness II,October ,2018,62.44,127
The Darkness II,September ,2018,69.06,141
The Darkness II,August ,2018,78.26,147
The Darkness II,July ,2018,95.96,187
The Darkness II,June ,2018,117.81,238
The Darkness II,May ,2018,160.04,377
The Darkness II,April ,2018,527.64,2857
The Darkness II,March ,2018,921.02,12568
The Darkness II,February ,2018,35.33,94
The Darkness II,January ,2018,36.13,80
The Darkness II,December ,2017,47.21,115
The Darkness II,November ,2017,120.14,568
The Darkness II,October ,2017,30.24,99
The Darkness II,September ,2017,26.48,57
The Darkness II,August ,2017,31.61,67
The Darkness II,July ,2017,39.03,100
The Darkness II,June ,2017,40.53,106
The Darkness II,May ,2017,34.42,72
The Darkness II,April ,2017,41.72,104
The Darkness II,March ,2017,93.14,563
The Darkness II,February ,2017,37.42,78
The Darkness II,January ,2017,41.79,99
The Darkness II,December ,2016,42.3,94
The Darkness II,November ,2016,64.46,249
The Darkness II,October ,2016,54.64,296
The Darkness II,September ,2016,52.29,115
The Darkness II,August ,2016,105.4,353
The Darkness II,July ,2016,133.86,455
The Darkness II,June ,2016,46.23,185
The Darkness II,May ,2016,33.88,72
The Darkness II,April ,2016,34.33,75
The Darkness II,March ,2016,40.93,92
The Darkness II,February ,2016,84.05,420
The Darkness II,January ,2016,71.51,537
The Darkness II,December ,2015,50.41,214
The Darkness II,November ,2015,52.27,201
The Darkness II,October ,2015,42.13,177
The Darkness II,September ,2015,38.4,93
The Darkness II,August ,2015,92.36,604
The Darkness II,July ,2015,46.91,91
The Darkness II,June ,2015,84.57,322
The Darkness II,May ,2015,43.54,102
The Darkness II,April ,2015,57.43,129
The Darkness II,March ,2015,104.28,597
The Darkness II,February ,2015,51.77,119
The Darkness II,January ,2015,67.67,173
The Darkness II,December ,2014,85.45,384
The Darkness II,November ,2014,86.17,332
The Darkness II,October ,2014,71.1,178
The Darkness II,September ,2014,112.48,291
The Darkness II,August ,2014,409.37,2174
The Darkness II,July ,2014,361.04,1292
The Darkness II,June ,2014,39.79,106
The Darkness II,May ,2014,34.28,81
The Darkness II,April ,2014,36.19,83
The Darkness II,March ,2014,33.95,82
The Darkness II,February ,2014,45.81,102
The Darkness II,January ,2014,88.95,599
The Darkness II,December ,2013,79.12,398
The Darkness II,November ,2013,51.1,221
The Darkness II,October ,2013,45.32,176
The Darkness II,September ,2013,41.28,101
The Darkness II,August ,2013,117.13,890
The Darkness II,July ,2013,42.72,97
The Darkness II,June ,2013,46.89,102
The Darkness II,May ,2013,41.88,94
The Darkness II,April ,2013,48.92,122
The Darkness II,March ,2013,54.88,151
The Darkness II,February ,2013,57.89,130
The Darkness II,January ,2013,76.05,168
The Darkness II,December ,2012,67.07,166
The Darkness II,November ,2012,89.77,385
The Darkness II,October ,2012,74.59,303
The Darkness II,September ,2012,212.99,1238
The Darkness II,August ,2012,102.67,679
The Darkness II,July ,2012,356.87,1332
GRID 2,February ,2021,202.1,503
GRID 2,January ,2021,225.77,620
GRID 2,December ,2020,301.35,1050
GRID 2,November ,2020,458.74,1414
GRID 2,October ,2020,311.33,1702
GRID 2,September ,2020,140.36,316
GRID 2,August ,2020,158.56,310
GRID 2,July ,2020,166.97,320
GRID 2,June ,2020,197.05,407
GRID 2,May ,2020,271.68,660
GRID 2,April ,2020,356.1,823
GRID 2,March ,2020,320.61,877
GRID 2,February ,2020,206.65,481
GRID 2,January ,2020,227.63,506
GRID 2,December ,2019,251.31,537
GRID 2,November ,2019,258.35,570
GRID 2,October ,2019,252.87,577
GRID 2,September ,2019,324.96,675
GRID 2,August ,2019,364.68,683
GRID 2,July ,2019,495.07,1252
GRID 2,June ,2019,778.72,2697
GRID 2,May ,2019,1335.35,12789
GRID 2,April ,2019,701.15,2312
GRID 2,March ,2019,2754.99,25574
GRID 2,February ,2019,136.7,418
GRID 2,January ,2019,145.05,392
GRID 2,December ,2018,120.78,333
GRID 2,November ,2018,120.81,297
GRID 2,October ,2018,134.35,420
GRID 2,September ,2018,115.01,275
GRID 2,August ,2018,144.55,322
GRID 2,July ,2018,117.26,274
GRID 2,June ,2018,117.7,285
GRID 2,May ,2018,108.61,257
GRID 2,April ,2018,121.21,279
GRID 2,March ,2018,180.37,531
GRID 2,February ,2018,166.35,454
GRID 2,January ,2018,173.12,475
GRID 2,December ,2017,224.97,546
GRID 2,November ,2017,180.73,475
GRID 2,October ,2017,189.78,680
GRID 2,September ,2017,142.19,321
GRID 2,August ,2017,204.68,505
GRID 2,July ,2017,159.85,453
GRID 2,June ,2017,147.51,347
GRID 2,May ,2017,151.36,477
GRID 2,April ,2017,150.07,640
GRID 2,March ,2017,123.51,289
GRID 2,February ,2017,140.07,325
GRID 2,January ,2017,173.36,517
GRID 2,December ,2016,173.33,539
GRID 2,November ,2016,151.88,455
GRID 2,October ,2016,191.31,710
GRID 2,September ,2016,152.54,480
GRID 2,August ,2016,175.65,367
GRID 2,July ,2016,196.76,555
GRID 2,June ,2016,180.57,509
GRID 2,May ,2016,174.64,395
GRID 2,April ,2016,175.74,399
GRID 2,March ,2016,265.59,946
GRID 2,February ,2016,282.33,752
GRID 2,January ,2016,417.32,1277
GRID 2,December ,2015,590.85,1465
GRID 2,November ,2015,329.42,1454
GRID 2,October ,2015,277.14,892
GRID 2,September ,2015,329.29,1021
GRID 2,August ,2015,164.83,318
GRID 2,July ,2015,182.59,373
GRID 2,June ,2015,231.83,606
GRID 2,May ,2015,188.19,409
GRID 2,April ,2015,206.78,513
GRID 2,March ,2015,231.18,540
GRID 2,February ,2015,266.06,633
GRID 2,January ,2015,346.5,913
GRID 2,December ,2014,474.37,1196
GRID 2,November ,2014,598.25,1511
GRID 2,October ,2014,981.12,9363
GRID 2,September ,2014,374.29,1489
GRID 2,August ,2014,230.27,502
GRID 2,July ,2014,285.28,784
GRID 2,June ,2014,446.74,2167
GRID 2,May ,2014,341.5,766
GRID 2,April ,2014,358.3,819
GRID 2,March ,2014,447.44,1214
GRID 2,February ,2014,460.81,1313
GRID 2,January ,2014,624.91,2258
GRID 2,December ,2013,539.69,1727
GRID 2,November ,2013,329.4,773
GRID 2,October ,2013,361.72,823
GRID 2,September ,2013,515.3,1413
GRID 2,August ,2013,562.46,1225
GRID 2,July ,2013,871.92,2138
GRID 2,June ,2013,1794.23,6713
Sakura Clicker,February ,2021,104.95,146
Sakura Clicker,January ,2021,110.44,151
Sakura Clicker,December ,2020,104.29,137
Sakura Clicker,November ,2020,104.58,144
Sakura Clicker,October ,2020,104.78,148
Sakura Clicker,September ,2020,107.42,147
Sakura Clicker,August ,2020,107.5,155
Sakura Clicker,July ,2020,121.54,177
Sakura Clicker,June ,2020,121.65,166
Sakura Clicker,May ,2020,129.52,176
Sakura Clicker,April ,2020,141.38,191
Sakura Clicker,March ,2020,139.3,186
Sakura Clicker,February ,2020,128.71,176
Sakura Clicker,January ,2020,134.99,182
Sakura Clicker,December ,2019,122.44,177
Sakura Clicker,November ,2019,123.32,180
Sakura Clicker,October ,2019,91.08,137
Sakura Clicker,September ,2019,92.05,133
Sakura Clicker,August ,2019,101.51,179
Sakura Clicker,July ,2019,108.69,151
Sakura Clicker,June ,2019,110.99,149
Sakura Clicker,May ,2019,108.55,166
Sakura Clicker,April ,2019,109.28,161
Sakura Clicker,March ,2019,116.11,159
Sakura Clicker,February ,2019,125.11,172
Sakura Clicker,January ,2019,138.05,192
Sakura Clicker,December ,2018,135.34,190
Sakura Clicker,November ,2018,146.5,204
Sakura Clicker,October ,2018,138.11,196
Sakura Clicker,September ,2018,151.78,203
Sakura Clicker,August ,2018,161.24,214
Sakura Clicker,July ,2018,173.81,225
Sakura Clicker,June ,2018,187.31,261
Sakura Clicker,May ,2018,179.59,406
Sakura Clicker,April ,2018,172.67,237
Sakura Clicker,March ,2018,183.46,248
Sakura Clicker,February ,2018,189.47,277
Sakura Clicker,January ,2018,203.8,274
Sakura Clicker,December ,2017,207.22,276
Sakura Clicker,November ,2017,215.46,303
Sakura Clicker,October ,2017,220.2,301
Sakura Clicker,September ,2017,201.72,293
Sakura Clicker,August ,2017,195.25,254
Sakura Clicker,July ,2017,212.85,281
Sakura Clicker,June ,2017,217.52,287
Sakura Clicker,May ,2017,237.27,318
Sakura Clicker,April ,2017,251.55,351
Sakura Clicker,March ,2017,252.28,343
Sakura Clicker,February ,2017,267.49,378
Sakura Clicker,January ,2017,282.82,378
Sakura Clicker,December ,2016,259.15,356
Sakura Clicker,November ,2016,264.07,360
Sakura Clicker,October ,2016,290.58,404
Sakura Clicker,September ,2016,299.13,417
Sakura Clicker,August ,2016,347.83,461
Sakura Clicker,July ,2016,414.59,545
Sakura Clicker,June ,2016,448.49,613
Sakura Clicker,May ,2016,474.19,825
Sakura Clicker,April ,2016,467.73,824
Sakura Clicker,March ,2016,482.4,665
Sakura Clicker,February ,2016,566.82,730
Sakura Clicker,January ,2016,666.73,953
Sakura Clicker,December ,2015,660.98,904
Sakura Clicker,November ,2015,754.97,1097
Sakura Clicker,October ,2015,1034.68,1524
Sakura Clicker,September ,2015,1578.99,2739
Sakura Clicker,August ,2015,4103.66,9097
Refunct,February ,2021,8.21,24
Refunct,January ,2021,7.18,20
Refunct,December ,2020,8.63,43
Refunct,November ,2020,5.21,21
Refunct,October ,2020,5.54,20
Refunct,September ,2020,5.1,14
Refunct,August ,2020,6.5,21
Refunct,July ,2020,14.15,36
Refunct,June ,2020,6.98,22
Refunct,May ,2020,7.82,18
Refunct,April ,2020,8.98,27
Refunct,March ,2020,7.05,18
Refunct,February ,2020,7.88,24
Refunct,January ,2020,9.86,45
Refunct,December ,2019,7.46,23
Refunct,November ,2019,6.14,17
Refunct,October ,2019,4.62,12
Refunct,September ,2019,5.13,16
Refunct,August ,2019,5.87,14
Refunct,July ,2019,14.04,49
Refunct,June ,2019,27.2,476
Refunct,May ,2019,5.7,24
Refunct,April ,2019,6.58,21
Refunct,March ,2019,8.38,38
Refunct,February ,2019,9.55,26
Refunct,January ,2019,18.84,73
Refunct,December ,2018,7.75,28
Refunct,November ,2018,5.91,26
Refunct,October ,2018,6.76,31
Refunct,September ,2018,5.13,17
Refunct,August ,2018,7.86,21
Refunct,July ,2018,14.23,39
Refunct,June ,2018,11.58,40
Refunct,May ,2018,11.15,42
Refunct,April ,2018,7.4,46
Refunct,March ,2018,12.11,50
Refunct,February ,2018,9.05,22
Refunct,January ,2018,15.9,52
Refunct,December ,2017,32.45,171
Refunct,November ,2017,11.18,46
Refunct,October ,2017,20.57,133
Refunct,September ,2017,9.59,59
Refunct,August ,2017,11.37,28
Refunct,July ,2017,28.17,129
Refunct,June ,2017,13.82,51
Refunct,May ,2017,16.24,147
Refunct,April ,2017,4.94,18
Refunct,March ,2017,8.27,37
Refunct,February ,2017,8.85,21
Refunct,January ,2017,21.43,94
Refunct,December ,2016,6.91,37
Refunct,November ,2016,5.98,62
Refunct,October ,2016,6.56,48
Refunct,September ,2016,7.19,36
Refunct,August ,2016,2.64,10
Refunct,July ,2016,6.84,39
Refunct,June ,2016,5.79,33
Refunct,May ,2016,2.35,10
Refunct,April ,2016,5.62,37
Refunct,March ,2016,1.25,7
Refunct,February ,2016,0.75,6
Refunct,January ,2016,0.44,5
Refunct,December ,2015,0.47,4
Refunct,November ,2015,0.39,3
Refunct,October ,2015,1.32,9
Gone Home,February ,2021,6.13,20
Gone Home,January ,2021,9.02,33
Gone Home,December ,2020,7.68,36
Gone Home,November ,2020,6.27,18
Gone Home,October ,2020,6.87,26
Gone Home,September ,2020,4.96,17
Gone Home,August ,2020,6.76,30
Gone Home,July ,2020,6.76,28
Gone Home,June ,2020,7.84,29
Gone Home,May ,2020,7.9,26
Gone Home,April ,2020,9.25,31
Gone Home,March ,2020,6.79,24
Gone Home,February ,2020,6.05,21
Gone Home,January ,2020,6.85,24
Gone Home,December ,2019,7.97,24
Gone Home,November ,2019,7.3,24
Gone Home,October ,2019,6.05,39
Gone Home,September ,2019,4.28,20
Gone Home,August ,2019,4.51,15
Gone Home,July ,2019,6.43,19
Gone Home,June ,2019,5.82,20
Gone Home,May ,2019,5.16,15
Gone Home,April ,2019,7.7,32
Gone Home,March ,2019,6.57,20
Gone Home,February ,2019,5.73,19
Gone Home,January ,2019,8.43,31
Gone Home,December ,2018,14.28,83
Gone Home,November ,2018,7.28,41
Gone Home,October ,2018,8.55,36
Gone Home,September ,2018,4.66,14
Gone Home,August ,2018,5.21,17
Gone Home,July ,2018,6.85,23
Gone Home,June ,2018,7.17,25
Gone Home,May ,2018,5.39,20
Gone Home,April ,2018,7.38,34
Gone Home,March ,2018,7.58,28
Gone Home,February ,2018,13.53,45
Gone Home,January ,2018,12.82,53
Gone Home,December ,2017,13.2,58
Gone Home,November ,2017,8.01,24
Gone Home,October ,2017,8.02,27
Gone Home,September ,2017,6.79,21
Gone Home,August ,2017,11.35,38
Gone Home,July ,2017,11.56,36
Gone Home,June ,2017,10.89,47
Gone Home,May ,2017,6.88,18
Gone Home,April ,2017,6.08,19
Gone Home,March ,2017,6.86,20
Gone Home,February ,2017,8.36,26
Gone Home,January ,2017,12.72,42
Gone Home,December ,2016,10.41,44
Gone Home,November ,2016,10.28,34
Gone Home,October ,2016,9.74,25
Gone Home,September ,2016,9.12,25
Gone Home,August ,2016,16.27,115
Gone Home,July ,2016,21.86,161
Gone Home,June ,2016,16.25,68
Gone Home,May ,2016,11.35,28
Gone Home,April ,2016,10.14,25
Gone Home,March ,2016,13.32,34
Gone Home,February ,2016,17.17,43
Gone Home,January ,2016,24.69,58
Gone Home,December ,2015,19.12,60
Gone Home,November ,2015,16.58,51
Gone Home,October ,2015,27.68,101
Gone Home,September ,2015,14.12,40
Gone Home,August ,2015,19.1,51
Gone Home,July ,2015,28.81,109
Gone Home,June ,2015,43.89,274
Gone Home,May ,2015,13.77,40
Gone Home,April ,2015,13.13,34
Gone Home,March ,2015,16.02,49
Gone Home,February ,2015,24.49,58
Gone Home,January ,2015,25.28,90
Gone Home,December ,2014,38.15,259
Gone Home,November ,2014,29.87,120
Gone Home,October ,2014,28.64,81
Gone Home,September ,2014,68.42,244
Gone Home,August ,2014,24.93,58
Gone Home,July ,2014,50.53,214
Gone Home,June ,2014,112.57,856
Gone Home,May ,2014,19.45,80
Gone Home,April ,2014,17.57,44
Gone Home,March ,2014,27.85,103
Gone Home,February ,2014,49.13,325
Gone Home,January ,2014,92.25,469
Gone Home,December ,2013,166.59,1198
Gone Home,November ,2013,54.78,592
Gone Home,October ,2013,68.87,608
Gone Home,September ,2013,46.11,156
Gone Home,August ,2013,123.09,943
Gone Home,July ,2013,0.24,4
Gone Home,June ,2013,0.03,1
Gone Home,May ,2013,0.01,1
Gone Home,April ,2013,0.06,2
Gone Home,March ,2013,0,0
Gone Home,February ,2013,0,0
NEKOPARA Vol. 0,February ,2021,43.42,130
NEKOPARA Vol. 0,January ,2021,41.26,112
NEKOPARA Vol. 0,December ,2020,39.81,409
NEKOPARA Vol. 0,November ,2020,35.8,109
NEKOPARA Vol. 0,October ,2020,22.64,72
NEKOPARA Vol. 0,September ,2020,24.82,40
NEKOPARA Vol. 0,August ,2020,30.16,49
NEKOPARA Vol. 0,July ,2020,104.6,363
NEKOPARA Vol. 0,June ,2020,40.8,285
NEKOPARA Vol. 0,May ,2020,30.47,69
NEKOPARA Vol. 0,April ,2020,17.89,43
NEKOPARA Vol. 0,March ,2020,23.05,71
NEKOPARA Vol. 0,February ,2020,22.4,45
NEKOPARA Vol. 0,January ,2020,24.61,94
NEKOPARA Vol. 0,December ,2019,19.51,43
NEKOPARA Vol. 0,November ,2019,16.63,35
NEKOPARA Vol. 0,October ,2019,15.2,31
NEKOPARA Vol. 0,September ,2019,18.01,29
NEKOPARA Vol. 0,August ,2019,19.67,35
NEKOPARA Vol. 0,July ,2019,33.53,107
NEKOPARA Vol. 0,June ,2019,24.31,167
NEKOPARA Vol. 0,May ,2019,22.47,62
NEKOPARA Vol. 0,April ,2019,19.5,51
NEKOPARA Vol. 0,March ,2019,20.39,41
NEKOPARA Vol. 0,February ,2019,30.33,186
NEKOPARA Vol. 0,January ,2019,25.51,58
NEKOPARA Vol. 0,December ,2018,30.21,134
NEKOPARA Vol. 0,November ,2018,27.09,176
NEKOPARA Vol. 0,October ,2018,24.64,54
NEKOPARA Vol. 0,September ,2018,23.66,39
NEKOPARA Vol. 0,August ,2018,29.36,119
NEKOPARA Vol. 0,July ,2018,52.3,184
NEKOPARA Vol. 0,June ,2018,56.05,250
NEKOPARA Vol. 0,May ,2018,44.36,149
NEKOPARA Vol. 0,April ,2018,35.08,69
NEKOPARA Vol. 0,March ,2018,39.7,57
NEKOPARA Vol. 0,February ,2018,44.93,83
NEKOPARA Vol. 0,January ,2018,56.89,209
NEKOPARA Vol. 0,December ,2017,61.98,234
NEKOPARA Vol. 0,November ,2017,51.28,275
NEKOPARA Vol. 0,October ,2017,40.21,68
NEKOPARA Vol. 0,September ,2017,41.9,100
NEKOPARA Vol. 0,August ,2017,46.8,136
NEKOPARA Vol. 0,July ,2017,76.45,349
NEKOPARA Vol. 0,June ,2017,110.36,333
NEKOPARA Vol. 0,May ,2017,37.56,76
NEKOPARA Vol. 0,April ,2017,56.6,326
NEKOPARA Vol. 0,March ,2017,33.36,216
NEKOPARA Vol. 0,February ,2017,34.59,62
NEKOPARA Vol. 0,January ,2017,50.52,146
NEKOPARA Vol. 0,December ,2016,41.77,205
NEKOPARA Vol. 0,November ,2016,40.32,237
NEKOPARA Vol. 0,October ,2016,24.54,45
NEKOPARA Vol. 0,September ,2016,40.04,130
NEKOPARA Vol. 0,August ,2016,31.65,51
NEKOPARA Vol. 0,July ,2016,55.99,218
NEKOPARA Vol. 0,June ,2016,54.31,283
NEKOPARA Vol. 0,May ,2016,42.81,240
NEKOPARA Vol. 0,April ,2016,51.46,203
NEKOPARA Vol. 0,March ,2016,44.2,93
NEKOPARA Vol. 0,February ,2016,94.28,293
NEKOPARA Vol. 0,January ,2016,57.1,156
NEKOPARA Vol. 0,December ,2015,61.99,165
NEKOPARA Vol. 0,November ,2015,39.5,135
NEKOPARA Vol. 0,October ,2015,34.88,73
NEKOPARA Vol. 0,September ,2015,37.58,71
NEKOPARA Vol. 0,August ,2015,121.29,949
FINAL FANTASY VII,February ,2021,363.12,618
FINAL FANTASY VII,January ,2021,474.28,881
FINAL FANTASY VII,December ,2020,402.88,845
FINAL FANTASY VII,November ,2020,275.6,439
FINAL FANTASY VII,October ,2020,315.28,554
FINAL FANTASY VII,September ,2020,314.91,559
FINAL FANTASY VII,August ,2020,334.23,576
FINAL FANTASY VII,July ,2020,428.1,745
FINAL FANTASY VII,June ,2020,565.01,1015
FINAL FANTASY VII,May ,2020,1563.06,3367
FINAL FANTASY VII,April ,2020,1829.37,3663
FINAL FANTASY VII,March ,2020,940.69,1577
FINAL FANTASY VII,February ,2020,530.79,977
FINAL FANTASY VII,January ,2020,434.48,788
FINAL FANTASY VII,December ,2019,339.15,729
FINAL FANTASY VII,November ,2019,263.19,455
FINAL FANTASY VII,October ,2019,305.27,552
FINAL FANTASY VII,September ,2019,339.93,616
FINAL FANTASY VII,August ,2019,356.41,596
FINAL FANTASY VII,July ,2019,540.35,997
FINAL FANTASY VII,June ,2019,678.15,1352
FINAL FANTASY VII,May ,2019,447.98,832
FINAL FANTASY VII,April ,2019,360.76,622
FINAL FANTASY VII,March ,2019,353.83,741
FINAL FANTASY VII,February ,2019,401.26,701
FINAL FANTASY VII,January ,2019,453.77,787
FINAL FANTASY VII,December ,2018,403.66,794
FINAL FANTASY VII,November ,2018,322.86,606
FINAL FANTASY VII,October ,2018,340.68,552
FINAL FANTASY VII,September ,2018,352.09,642
FINAL FANTASY VII,August ,2018,376.67,648
FINAL FANTASY VII,July ,2018,459.06,755
FINAL FANTASY VII,June ,2018,374.4,643
FINAL FANTASY VII,May ,2018,381.15,634
FINAL FANTASY VII,April ,2018,431.17,756
FINAL FANTASY VII,March ,2018,596.08,1320
FINAL FANTASY VII,February ,2018,481.03,838
FINAL FANTASY VII,January ,2018,569.28,1065
FINAL FANTASY VII,December ,2017,462.26,987
FINAL FANTASY VII,November ,2017,382.07,683
FINAL FANTASY VII,October ,2017,379.84,663
FINAL FANTASY VII,September ,2017,385.38,655
FINAL FANTASY VII,August ,2017,412.83,704
FINAL FANTASY VII,July ,2017,528.44,947
FINAL FANTASY VII,June ,2017,426.57,821
FINAL FANTASY VII,May ,2017,398.29,718
FINAL FANTASY VII,April ,2017,414.15,693
FINAL FANTASY VII,March ,2017,476.81,944
FINAL FANTASY VII,February ,2017,624.26,1384
